# Best-fit model results for imfit 1.8.0 (OpenMP-enabled)
# Generated on Sun Nov 20 14:16:32 2022 by the following command:
#    imfit NGC5772_i.fits -c config_sersic_exp.dat --sky=203.02283 --gain=4.86 --readnoise=4.6225 --save-model=model-7.fits --save-residual=resid-7.fits --save-params=params-7.dat --bootstrap 500 --save-bootstrap=bootstrap_output_7.dat
#
#
#X0		341.5035
#Y0		279.0000
#FUNCTION Sersic
#PA		     90
#ell		0.259111
#n		3.86392
#I_e		52.2309
#r_e		51.2196
#FUNCTION Exponential
#PA		24.5445
#ell		      0
#I_0		57.4231
#h		37.4124
#
# Bootstrap resampling output (500 iterations requested):
# X0_1		Y0_1		PA_1	ell_1	n_1	I_e_1	r_e_1	PA_2	ell_2	I_0_2	h_2	
341.4981817	279.0000000	90.00000000	0.1668607665	3.921145161	500.0000000	8.170896211	90.00000000	0.4630501305	338.5461535	40.11101878
341.3827088	279.0000000	90.00000000	0.01386165390	3.042320691	500.0000000	7.746580492	90.00000000	0.4784831258	341.1461395	40.78556460
341.6978158	279.0000000	90.00000000	0.09986942012	1.954229390	500.0000000	8.536279074	90.00000000	0.4658436492	326.0709796	41.72885065
341.4003212	279.0000000	90.00000000	0.1315171401	1.962820859	500.0000000	8.526177095	90.00000000	0.4592157709	333.9542777	41.04511899
341.2714626	279.0000000	90.00000000	0.1405460901	2.276688376	500.0000000	8.414902413	90.00000000	0.4561142630	337.0185432	40.65926746
341.5399756	279.0000000	90.00000000	0.1654520460	2.036430742	500.0000000	8.592209841	90.00000000	0.4545460626	336.1320850	40.75012243
341.2001314	279.0000000	90.00000000	0.1045657311	2.000128512	500.0000000	8.334711261	90.00000000	0.4602266531	339.9197462	40.71750526
341.6386791	279.0000000	90.00000000	0.2178130042	1.903706739	500.0000000	8.643309453	90.00000000	0.4451241468	352.0856249	39.71242702
341.2026219	279.0000000	90.00000000	0.1604417992	2.469232998	500.0000000	8.793150424	90.00000000	0.4648025358	319.4881112	41.76791369
341.2060840	279.0000000	90.00000000	0.1385034146	2.005386531	500.0000000	8.356837960	90.00000000	0.4559710509	345.0938114	40.36089694
341.3478415	279.0000000	90.00000000	0.1425146137	2.047340079	500.0000000	8.722791439	90.00000000	0.4612028538	327.1657920	41.41423069
341.6733565	279.0000000	90.00000000	0.1483538885	2.208990356	500.0000000	8.524667174	90.00000000	0.4573739779	333.9038334	40.86906481
341.7330193	279.0000000	90.00000000	0.1536296198	1.800882241	500.0000000	8.539168179	90.00000000	0.4553404931	342.1692766	40.54066911
341.7309007	279.0000000	90.00000000	0.1139078925	1.916288079	500.0000000	8.621622096	90.00000000	0.4621897497	330.2440656	41.27493724
341.5034963	279.0000000	90.00000000	0.2591136006	3.863911965	52.23085902	51.21953888	90.00000000	1.604258472e-05	57.42319740	37.41243109
341.4817981	279.0000000	90.00000000	0.1970731989	1.842983249	500.0000000	8.787205740	90.00000000	0.4469472975	338.5064433	40.51007844
341.2950792	279.0000000	90.00000000	0.2085311934	2.120070004	500.0000000	8.545209234	90.00000000	0.4471685258	343.1968390	40.17674069
341.5896937	279.0000000	90.00000000	0.03117648600	2.229086104	500.0000000	8.470328390	90.00000000	0.4787051849	313.2375156	42.61787209
341.3773911	279.0000000	90.00000000	0.1246050871	1.931489118	500.0000000	8.600869975	90.00000000	0.4625436116	331.6951178	41.24177483
341.3444079	279.0000000	90.00000000	0.1472884287	2.122721285	500.0000000	8.690293742	90.00000000	0.4614557521	329.6672607	41.25384379
341.5900476	279.0000000	90.00000000	0.1652373102	1.800634526	500.0000000	8.389199110	90.00000000	0.4496026206	351.6778135	39.93596286
341.6004409	279.0000000	90.00000000	0.1354974620	1.927763023	500.0000000	8.625615059	90.00000000	0.4596351708	332.6796893	41.14888483
341.7062784	279.0000000	90.00000000	0.1075426783	2.339683370	500.0000000	8.233502147	90.00000000	0.4641741845	338.7651883	40.81595858
341.6722650	279.0000000	90.00000000	0.1500502248	1.902550030	500.0000000	8.792676383	90.00000000	0.4584215323	328.2028438	41.34193006
